sixty-two,PLURAL,179
26.1989,SINGULAR_OR_MASS,1
17,PLURAL,1300
180,MASS,44
95,MASS,7
1o,PLURAL,3
2005-2006,PLURAL,11
2007,SINGULAR_OR_MASS,442
21,SINGULAR_OR_MASS,1298
00pm,PLURAL,15
20,MASS,530
43,PLURAL,643
44,PLURAL,410
2000/china,SINGULAR_OR_MASS,1
ur,SINGULAR_OR_MASS,17
44,SINGULAR_OR_MASS,119
news.in,SINGULAR_OR_MASS,1
27th~july,SINGULAR_OR_MASS,1
20eme,SINGULAR_OR_MASS,1
2.4,MASS,3
2005,SINGULAR_OR_MASS,493
fourteen,PLURAL,771
9.i,SINGULAR_OR_MASS,11
seventeen,PLURAL,906
1991,SINGULAR_OR_MASS,77
1999,SINGULAR_OR_MASS,141
55,PLURAL,445
fifty-six,PLURAL,290
15/03,SINGULAR_OR_MASS,1
26rd,SINGULAR_OR_MASS,39
11'0,SINGULAR_OR_MASS,3
6rd,SINGULAR_OR_MASS,32
9.0shirts,SINGULAR_OR_MASS,1
59.00,SINGULAR_OR_MASS,484
9.0belts,SINGULAR_OR_MASS,1
30.00,SINGULAR_OR_MASS,616
39.00,SINGULAR_OR_MASS,46
30pm,SINGULAR_OR_MASS,302
6th,SINGULAR_OR_MASS,69
11,PLURAL,851
00,MASS,979
2011/polly,SINGULAR_OR_MASS,1
1985,PLURAL,3
1988-1990,SINGULAR_OR_MASS,1
1990-1992,SINGULAR_OR_MASS,1
1992-present,SINGULAR_OR_MASS,1
1962,SINGULAR_OR_MASS,24
fifty,SINGULAR_OR_MASS,749
49,SINGULAR_OR_MASS,200
hundred,MASS,42
13-17,PLURAL,120
150,SINGULAR_OR_MASS,152
3x2,SINGULAR_OR_MASS,51
2004-2008,SINGULAR_OR_MASS,25
155,SINGULAR_OR_MASS,5
zn,SINGULAR_OR_MASS,2
0ne,SINGULAR_OR_MASS,10
200,PLURAL,200
3*2,SINGULAR_OR_MASS,12
only.4,SINGULAR_OR_MASS,1
22th,SINGULAR_OR_MASS,46
61,PLURAL,112
twenty-four,PLURAL,2079
brazil/2009,SINGULAR_OR_MASS,1
01,SINGULAR_OR_MASS,586
eighty-one,PLURAL,36
61,SINGULAR_OR_MASS,31
twenty,MASS,34
l,SINGULAR_OR_MASS,47
7.30,SINGULAR_OR_MASS,16
thir,SINGULAR_OR_MASS,3
23th,SINGULAR_OR_MASS,165
1988,SINGULAR_OR_MASS,124
118o,MASS,1
21,MASS,73
eighty-two,PLURAL,37
1929/new,MASS,3
together.4,PLURAL,3
twenty-six,SINGULAR_OR_MASS,66
335.99,SINGULAR_OR_MASS,7
53,PLURAL,297
fifty-three,PLURAL,31
80.00,SINGULAR_OR_MASS,2
120.00,SINGULAR_OR_MASS,8
200.00,SINGULAR_OR_MASS,5
210.00,SINGULAR_OR_MASS,1
710.00,SINGULAR_OR_MASS,1
38,PLURAL,1085
2011-04-25,SINGULAR_OR_MASS,1
30am,MASS,45
000,PLURAL,593
31-45,SINGULAR_OR_MASS,83
4-star,SINGULAR_OR_MASS,2
2011/3/30,SINGULAR_OR_MASS,1
120,SINGULAR_OR_MASS,53
pens1000,SINGULAR_OR_MASS,1
g8,PLURAL,1
1959,SINGULAR_OR_MASS,14
500,SINGULAR_OR_MASS,194
10ozs,SINGULAR_OR_MASS,10
1,PLURAL,583
fifty,PLURAL,1958
1.first,MASS,9
3.another,SINGULAR_OR_MASS,80
4.the,SINGULAR_OR_MASS,247
these,MASS,409
which,PLURAL,292
11thtime,SINGULAR_OR_MASS,87
12thtaken,SINGULAR_OR_MASS,13
00am,MASS,12
000.,SINGULAR_OR_MASS,19
8am,MASS,7
nine'o,SINGULAR_OR_MASS,1
10am.to,SINGULAR_OR_MASS,1
eleven.at,SINGULAR_OR_MASS,2
22,PLURAL,2076
2001,SINGULAR_OR_MASS,185
2.budget,SINGULAR_OR_MASS,1
2.offer,MASS,2
7rd,SINGULAR_OR_MASS,29
29.00,SINGULAR_OR_MASS,452
beautiful.105,PLURAL,1
146,PLURAL,1
105,PLURAL,8
39.99,SINGULAR_OR_MASS,594
74,PLURAL,33
meterx3,SINGULAR_OR_MASS,1
40hair,SINGULAR_OR_MASS,7
eighty-tree,PLURAL,5
7am,SINGULAR_OR_MASS,26
24,MASS,29
30pm,PLURAL,42
1991/,SINGULAR_OR_MASS,2
70cm,SINGULAR_OR_MASS,2
35cm,SINGULAR_OR_MASS,2
1978,SINGULAR_OR_MASS,77
zero,SINGULAR_OR_MASS,244
00.in,SINGULAR_OR_MASS,13
30.in,SINGULAR_OR_MASS,135
2008.in,SINGULAR_OR_MASS,4
it1s,SINGULAR_OR_MASS,10
02/22/1980,SINGULAR_OR_MASS,1
24hair,SINGULAR_OR_MASS,8
79,SINGULAR_OR_MASS,98
4-the,SINGULAR_OR_MASS,4
3421,SINGULAR_OR_MASS,2
another,MASS,505
250,SINGULAR_OR_MASS,46
1.00,MASS,143
9.30,SINGULAR_OR_MASS,116
neither,MASS,24
31-45,PLURAL,23
110,SINGULAR_OR_MASS,25
9.00,MASS,85
1986,SINGULAR_OR_MASS,120
-30,SINGULAR_OR_MASS,4
66,SINGULAR_OR_MASS,70
seventy,PLURAL,404
54,PLURAL,277
en,PLURAL,1
2004,SINGULAR_OR_MASS,417
2003-2010,SINGULAR_OR_MASS,1
magri1,SINGULAR_OR_MASS,2
1-,SINGULAR_OR_MASS,119
15,MASS,707
09,SINGULAR_OR_MASS,230
2003-2007,PLURAL,1
1998-2003,MASS,1
2004,PLURAL,56
23-year-old,SINGULAR_OR_MASS,7
18-18-2015,SINGULAR_OR_MASS,2
000,MASS,80
0.3,SINGULAR_OR_MASS,4
1ft,SINGULAR_OR_MASS,3
10km/30kft,MASS,1
6.5,MASS,2
03,SINGULAR_OR_MASS,274
52,SINGULAR_OR_MASS,97
34birthday,SINGULAR_OR_MASS,12
80,SINGULAR_OR_MASS,205
80,PLURAL,237
clock.2,SINGULAR_OR_MASS,1
.3,SINGULAR_OR_MASS,11
performance.4,SINGULAR_OR_MASS,2
80.000,MASS,1
67,PLURAL,104
23.on,SINGULAR_OR_MASS,2
115,PLURAL,135
ein,MASS,1
06,MASS,54
seventy,SINGULAR_OR_MASS,133
1200,SINGULAR_OR_MASS,75
e,SINGULAR_OR_MASS,211
30000,SINGULAR_OR_MASS,12
2011-05-16,SINGULAR_OR_MASS,1
102,SINGULAR_OR_MASS,8
qc,SINGULAR_OR_MASS,1
gathering.16,PLURAL,1
66,PLURAL,67
07/09,SINGULAR_OR_MASS,1
non,PLURAL,4
48,PLURAL,452
65,PLURAL,353
fifty-two,PLURAL,359
momi,MASS,2
5.30,MASS,37
2008.04,SINGULAR_OR_MASS,1
2003.09,SINGULAR_OR_MASS,1
2007.06,SINGULAR_OR_MASS,1
05,SINGULAR_OR_MASS,300
2007.04,MASS,1
2007.05,MASS,1
1.first,SINGULAR_OR_MASS,72
39,PLURAL,855
29rd,SINGULAR_OR_MASS,18
168,SINGULAR_OR_MASS,11
1953,MASS,5
anybody',SINGULAR_OR_MASS,2
twenty-three,PLURAL,200
68,PLURAL,70
45.she,PLURAL,4
2011-05-24,SINGULAR_OR_MASS,1
2011-10-25,SINGULAR_OR_MASS,2
tho,SINGULAR_OR_MASS,6
55,SINGULAR_OR_MASS,197
06/30/2011,SINGULAR_OR_MASS,1
69.00,SINGULAR_OR_MASS,498
difficulties2011,MASS,1
hte,PLURAL,3
his/her,SINGULAR_OR_MASS,65
110,MASS,56
another,PLURAL,1199
which,MASS,296
10.00orange,SINGULAR_OR_MASS,1
9.99gray,SINGULAR_OR_MASS,3
12.00light,SINGULAR_OR_MASS,2
9.00bags,SINGULAR_OR_MASS,1
15.00light,SINGULAR_OR_MASS,1
20.00the,PLURAL,1
11.30am,SINGULAR_OR_MASS,7
o,SINGULAR_OR_MASS,91
33,MASS,8
13rd,SINGULAR_OR_MASS,30
seven,MASS,160
5.99,SINGULAR_OR_MASS,137
10.99,SINGULAR_OR_MASS,71
42.00,SINGULAR_OR_MASS,1
62.99,SINGULAR_OR_MASS,1
26.00,SINGULAR_OR_MASS,1
500,PLURAL,149
45,SINGULAR_OR_MASS,463
09,MASS,31
43,MASS,4
two,MASS,542
1964,SINGULAR_OR_MASS,14
t,SINGULAR_OR_MASS,12
40,MASS,280
5years,SINGULAR_OR_MASS,4
fifty-four,PLURAL,246
31birthday,SINGULAR_OR_MASS,10
28,SINGULAR_OR_MASS,1358
109,MASS,8
2005-present,SINGULAR_OR_MASS,4
million,PLURAL,491
1998,MASS,4
1971,SINGULAR_OR_MASS,33
have1,SINGULAR_OR_MASS,1
ther,SINGULAR_OR_MASS,157
850,SINGULAR_OR_MASS,81
15-19,PLURAL,17
20-24,PLURAL,1
million,SINGULAR_OR_MASS,561
fourteen,SINGULAR_OR_MASS,272
.my,SINGULAR_OR_MASS,96
eighty,SINGULAR_OR_MASS,103
2th,SINGULAR_OR_MASS,39
3th,SINGULAR_OR_MASS,106
rmb3000~4000,SINGULAR_OR_MASS,1
68.99,SINGULAR_OR_MASS,1
15rd,SINGULAR_OR_MASS,57
85,PLURAL,36
future.3.many,PLURAL,1
1.the,SINGULAR_OR_MASS,65
2.the,SINGULAR_OR_MASS,75
disgusting.3.the,SINGULAR_OR_MASS,3
every,MASS,453
1.5,SINGULAR_OR_MASS,63
100-150,PLURAL,13
30.then,SINGULAR_OR_MASS,10
60,SINGULAR_OR_MASS,335
65.my,SINGULAR_OR_MASS,1
28.my,SINGULAR_OR_MASS,19
32,SINGULAR_OR_MASS,462
99black,MASS,4
99orange,MASS,6
18,MASS,140
99gray,MASS,3
32,MASS,18
35,MASS,92
16,MASS,71
99blue,SINGULAR_OR_MASS,20
99,MASS,102
hundred,PLURAL,482
30.000,SINGULAR_OR_MASS,15
1994,SINGULAR_OR_MASS,102
850.00,MASS,1
9rd,SINGULAR_OR_MASS,28
1980/,SINGULAR_OR_MASS,2
whith,SINGULAR_OR_MASS,207
00yellow,SINGULAR_OR_MASS,11
00light,SINGULAR_OR_MASS,26
24/04,SINGULAR_OR_MASS,1
30am.go,MASS,1
t12,MASS,1
fifty-seven,PLURAL,171
1993,SINGULAR_OR_MASS,59
ousayna1,SINGULAR_OR_MASS,1
5.i,SINGULAR_OR_MASS,13
dinner22,PLURAL,2
tennis15,SINGULAR_OR_MASS,2
67,SINGULAR_OR_MASS,54
65,MASS,6
1287,MASS,1
slow.3,SINGULAR_OR_MASS,1
ginger.2,SINGULAR_OR_MASS,9
9pm,SINGULAR_OR_MASS,23
54.14,SINGULAR_OR_MASS,2
.4,SINGULAR_OR_MASS,10
3.improve,SINGULAR_OR_MASS,1
2010-2011,SINGULAR_OR_MASS,4
sixty-four,PLURAL,90
is108,MASS,1
1.2m*0.8m*0.6m,SINGULAR_OR_MASS,3
1.2,SINGULAR_OR_MASS,14
0.8,SINGULAR_OR_MASS,3
0.6,SINGULAR_OR_MASS,3
365,PLURAL,35
400,SINGULAR_OR_MASS,52
june1,SINGULAR_OR_MASS,1
firstly.3.another,SINGULAR_OR_MASS,1
experience.4.the,SINGULAR_OR_MASS,4
17.these,PLURAL,1
85,SINGULAR_OR_MASS,33
25.there,PLURAL,3
235,SINGULAR_OR_MASS,18
boat.3,SINGULAR_OR_MASS,6
juliane,SINGULAR_OR_MASS,1
00.this,SINGULAR_OR_MASS,16
oo,SINGULAR_OR_MASS,9
twentyone,PLURAL,13
twenty-one,PLURAL,194
42,MASS,22
20-21,SINGULAR_OR_MASS,1
12th,SINGULAR_OR_MASS,10
25,MASS,128
20.99,SINGULAR_OR_MASS,35
u2,SINGULAR_OR_MASS,53
40-50,PLURAL,4
19-30,PLURAL,27
7p.m,SINGULAR_OR_MASS,6
1980,SINGULAR_OR_MASS,111
2005.i,SINGULAR_OR_MASS,16
1976type,SINGULAR_OR_MASS,2
200,SINGULAR_OR_MASS,325
hundred,SINGULAR_OR_MASS,173
79.my,SINGULAR_OR_MASS,1
2011.dear,SINGULAR_OR_MASS,2
54.15sq,SINGULAR_OR_MASS,2
224.76,SINGULAR_OR_MASS,23
165,PLURAL,4
20oz,SINGULAR_OR_MASS,1
50oz,SINGULAR_OR_MASS,1
1200rmb,SINGULAR_OR_MASS,1
3.99,SINGULAR_OR_MASS,94
12.99,SINGULAR_OR_MASS,91
4.99,SINGULAR_OR_MASS,90
15.99,SINGULAR_OR_MASS,74
2rd,SINGULAR_OR_MASS,49
s,SINGULAR_OR_MASS,69
m,SINGULAR_OR_MASS,478
105,SINGULAR_OR_MASS,9
700,SINGULAR_OR_MASS,27
p,MASS,1
6.what,PLURAL,1
3/30/1979,SINGULAR_OR_MASS,1
7.00,MASS,90
2pm,SINGULAR_OR_MASS,39
78-year-old,SINGULAR_OR_MASS,1
2011-3-25,SINGULAR_OR_MASS,1
7-11,SINGULAR_OR_MASS,8
58,PLURAL,211
fiftyeigt,PLURAL,1
2012-1-8,SINGULAR_OR_MASS,1
jun.2007,SINGULAR_OR_MASS,2
twelwe,SINGULAR_OR_MASS,3
00pmhe,MASS,1
at9,SINGULAR_OR_MASS,13
46-60,SINGULAR_OR_MASS,35
2004-2005,SINGULAR_OR_MASS,114
2005-2008,SINGULAR_OR_MASS,7
story.2,SINGULAR_OR_MASS,1
i'm38,PLURAL,3
is40,PLURAL,1
13806406228,SINGULAR_OR_MASS,1
00.oranje,SINGULAR_OR_MASS,2
00.dark,SINGULAR_OR_MASS,3
00.light,PLURAL,3
00.dark,PLURAL,2
26birthday,SINGULAR_OR_MASS,20
on10th,SINGULAR_OR_MASS,1
pm7,SINGULAR_OR_MASS,2
82,MASS,1
19/07,SINGULAR_OR_MASS,1
'no,PLURAL,1
2000.my,SINGULAR_OR_MASS,1
2002.had,MASS,1
24years,SINGULAR_OR_MASS,1
21th,SINGULAR_OR_MASS,149
code.3,SINGULAR_OR_MASS,8
30minute,SINGULAR_OR_MASS,2
02,SINGULAR_OR_MASS,291
1-,PLURAL,14
1955,SINGULAR_OR_MASS,9
224,SINGULAR_OR_MASS,37
453,SINGULAR_OR_MASS,26
112,SINGULAR_OR_MASS,9
2000,PLURAL,101
2-3,PLURAL,79
9.0white,SINGULAR_OR_MASS,12
118,MASS,20
history3,SINGULAR_OR_MASS,1
here4,SINGULAR_OR_MASS,1
00am.my,SINGULAR_OR_MASS,1
350.00,SINGULAR_OR_MASS,3
2011-05-02,SINGULAR_OR_MASS,1
jun/2005,SINGULAR_OR_MASS,1
whit,PLURAL,78
35birthday,SINGULAR_OR_MASS,21
2pm,PLURAL,2
18rd,SINGULAR_OR_MASS,29
62,PLURAL,172
sixsteen,SINGULAR_OR_MASS,2
62.,SINGULAR_OR_MASS,1
20/01,SINGULAR_OR_MASS,1
08,SINGULAR_OR_MASS,309
9.,SINGULAR_OR_MASS,3
02/2007,MASS,1
49,PLURAL,345
2000-januar,SINGULAR_OR_MASS,2
sixty-six,PLURAL,93
1996,SINGULAR_OR_MASS,91
7.what,SINGULAR_OR_MASS,2
1p.m,SINGULAR_OR_MASS,6
20-30,SINGULAR_OR_MASS,6
15-20,SINGULAR_OR_MASS,8
2008,PLURAL,37
00,SINGULAR_OR_MASS,172
10.first,SINGULAR_OR_MASS,1
2.first,SINGULAR_OR_MASS,1
40us,SINGULAR_OR_MASS,1
30us,SINGULAR_OR_MASS,2
10us,SINGULAR_OR_MASS,1
with2,SINGULAR_OR_MASS,1
headphones30,SINGULAR_OR_MASS,1
chairs1,SINGULAR_OR_MASS,1
30th,SINGULAR_OR_MASS,26
1s,SINGULAR_OR_MASS,2
13349,SINGULAR_OR_MASS,1
12.30,MASS,74
4.00,MASS,35
6.00,MASS,112
11.00,MASS,145
3.00,MASS,47
10.30,MASS,28
10.00am,SINGULAR_OR_MASS,8
2.00pm,SINGULAR_OR_MASS,4
-10,SINGULAR_OR_MASS,8
3thdear,PLURAL,2
at13,SINGULAR_OR_MASS,1
38,MASS,18
on-,SINGULAR_OR_MASS,1
2006-2011,SINGULAR_OR_MASS,3
twintiy-six,PLURAL,1
26hair,SINGULAR_OR_MASS,8
75,SINGULAR_OR_MASS,63
30rd,SINGULAR_OR_MASS,20
1992,SINGULAR_OR_MASS,86
143,SINGULAR_OR_MASS,1
103,SINGULAR_OR_MASS,5
30am,PLURAL,17
6.if,SINGULAR_OR_MASS,2
00.at,SINGULAR_OR_MASS,23
31th,SINGULAR_OR_MASS,36
m,PLURAL,171
48.there,PLURAL,2
47.my,PLURAL,1
blv.0001,SINGULAR_OR_MASS,1
88,SINGULAR_OR_MASS,34
19.i,SINGULAR_OR_MASS,22
9.30am,MASS,12
8minutes,SINGULAR_OR_MASS,1
1eache,SINGULAR_OR_MASS,1
